GlobalTracer.FirstPowerUp_Info: Sat Mar 24 11:09:37 PDT 2018: ***** Starting autonomous *****
GlobalTracer.FirstPowerUp_Info: WASNO_Qualification_  1 (Blue3) [FMSConnected=true]
GlobalTracer.CmdAutoSwitch_Info: alliance=Blue, gameSpecificMsg=RLR, delay=0.000, fwdDistance=60, startPosition=102.0, flipInFlight=true
GlobalTracer.printPidInfo_Info: [7.857] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.002/ 0.000/ 0.000/ 0.000, Output=-0.002(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.109s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=81.4, y=82.1, angle=44.7
GlobalTracer.printPidInfo_Info: [7.971] encoderXPidCtrl: Target=  36.7, Input=  20.8, Error=  16.0, PIDTerms= 2.396/ 0.000/-0.192/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [7.971] encoderYPidCtrl: Target=-219.3, Input=-219.1, Error=  -0.3, PIDTerms=-0.008/ 0.000/ 0.001/-0.000, Output=-0.007(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [7.971] gyroTurnPidCtrl: Target=   0.0, Input=   0.5, Error=  -0.5, PIDTerms=-0.006/ 0.000/-0.003/ 0.000, Output=-0.009(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.getPixyTargetX_Info: Found cube: x=60.8, y=63.9, angle=43.6
GlobalTracer.printPidInfo_Info: [8.038] encoderXPidCtrl: Target=  36.7, Input=  22.2, Error=  14.5, PIDTerms= 2.176/ 0.000/-0.279/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.038] encoderYPidCtrl: Target=-219.3, Input=-218.9, Error=  -0.4, PIDTerms=-0.013/ 0.000/-0.002/-0.000, Output=-0.015(-0.600/0.600), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.038] gyroTurnPidCtrl: Target=   0.0, Input=   0.7, Error=  -0.7, PIDTerms=-0.008/ 0.000/-0.003/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.3(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.101s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=57.4, y=62.2, angle=42.7
GlobalTracer.printPidInfo_Info: [8.142] encoderXPidCtrl: Target=  36.7, Input=  23.0, Error=  13.7, PIDTerms= 2.061/ 0.000/-0.130/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.142] encoderYPidCtrl: Target=-219.3, Input=-219.0, Error=  -0.3, PIDTerms=-0.010/ 0.000/ 0.001/-0.000, Output=-0.010(-0.600/0.600), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.142] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.010/ 0.000/-0.002/ 0.000, Output=-0.012(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.getPixyTargetX_Info: Found cube: x=50.9, y=56.1, angle=42.2
GlobalTracer.printPidInfo_Info: [8.240] encoderXPidCtrl: Target=  36.7, Input=  24.2, Error=  12.5, PIDTerms= 1.882/ 0.000/-0.171/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [8.240] encoderYPidCtrl: Target=-219.3, Input=-218.9, Error=  -0.4, PIDTerms=-0.013/ 0.000/-0.001/-0.000, Output=-0.014(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [8.240] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.010/ 0.000/-0.000/ 0.000, Output=-0.011(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.getPixyTargetX_Info: Found cube: x=68.3, y=82.1, angle=39.7
GlobalTracer.printPidInfo_Info: [8.316] encoderXPidCtrl: Target=  36.7, Input=  25.6, Error=  11.2, PIDTerms= 1.677/ 0.000/-0.255/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [8.316] encoderYPidCtrl: Target=-219.3, Input=-218.7, Error=  -0.7, PIDTerms=-0.020/ 0.000/-0.003/-0.000, Output=-0.022(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [8.316] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.010/ 0.000/ 0.000/ 0.000, Output=-0.010(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.getPixyTargetX_Info: Found cube: x=60.8, y=63.9, angle=43.6
GlobalTracer.printPidInfo_Info: [8.394] encoderXPidCtrl: Target=  36.7, Input=  26.6, Error=  10.1, PIDTerms= 1.520/ 0.000/-0.194/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.394] encoderYPidCtrl: Target=-219.3, Input=-218.5, Error=  -0.8, PIDTerms=-0.025/ 0.000/-0.002/-0.000, Output=-0.027(-0.600/0.600), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.394] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.010/ 0.000/ 0.000/ 0.000, Output=-0.009(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.getPixyTargetX_Info: Found cube: x=59.4, y=62.2, angle=43.7
GlobalTracer.printPidInfo_Info: [8.466] encoderXPidCtrl: Target=  36.7, Input=  27.9, Error=   8.9, PIDTerms= 1.333/ 0.000/-0.281/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.466] encoderYPidCtrl: Target=-219.3, Input=-218.4, Error=  -1.0, PIDTerms=-0.029/ 0.000/-0.002/-0.000, Output=-0.031(-0.600/0.600), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.466] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.008/ 0.000/ 0.002/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.3(10.3)
GlobalTracer.getPixyTargetX_Info: Found cube: x=35.3, y=41.8, angle=40.1
GlobalTracer.printPidInfo_Info: [8.556] encoderXPidCtrl: Target=  36.7, Input=  28.5, Error=   8.3, PIDTerms= 1.239/ 0.000/-0.106/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [8.556] encoderYPidCtrl: Target=-219.3, Input=-218.4, Error=  -0.9, PIDTerms=-0.028/ 0.000/ 0.000/-0.000, Output=-0.028(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [8.556] gyroTurnPidCtrl: Target=   0.0, Input=   0.5, Error=  -0.5, PIDTerms=-0.006/ 0.000/ 0.001/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.106s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=30.6, y=38.3, angle=38.6
GlobalTracer.printPidInfo_Info: [8.663] encoderXPidCtrl: Target=  36.7, Input=  29.7, Error=   7.1, PIDTerms= 1.059/ 0.000/-0.246/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [8.663] encoderYPidCtrl: Target=-219.3, Input=-218.5, Error=  -0.9, PIDTerms=-0.026/ 0.000/ 0.001/-0.000, Output=-0.026(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [8.663] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.008/ 0.000/-0.002/ 0.000, Output=-0.010(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.108s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=31.5, y=37.7, angle=39.9
GlobalTracer.printPidInfo_Info: [8.772] encoderXPidCtrl: Target=  36.7, Input=  31.0, Error=   5.7, PIDTerms= 0.862/ 0.000/-0.156/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [8.772] encoderYPidCtrl: Target=-219.3, Input=-218.5, Error=  -0.9, PIDTerms=-0.026/ 0.000/ 0.000/-0.000, Output=-0.026(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [8.772] gyroTurnPidCtrl: Target=   0.0, Input=   1.2, Error=  -1.2, PIDTerms=-0.014/ 0.000/-0.004/ 0.000, Output=-0.019(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.127s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=25.6, y=34.8, angle=36.3
GlobalTracer.printPidInfo_Info: [8.901] encoderXPidCtrl: Target=  36.7, Input=  32.5, Error=   4.2, PIDTerms= 0.636/ 0.000/-0.178/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.901] encoderYPidCtrl: Target=-219.3, Input=-218.4, Error=  -0.9, PIDTerms=-0.028/ 0.000/-0.000/-0.000, Output=-0.028(-0.600/0.600), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [8.901] gyroTurnPidCtrl: Target=   0.0, Input=   1.3, Error=  -1.3, PIDTerms=-0.015/ 0.000/-0.000/ 0.000, Output=-0.015(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.135s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=34.4, y=53.5, angle=32.8
GlobalTracer.printPidInfo_Info: [9.038] encoderXPidCtrl: Target=  36.7, Input=  34.1, Error=   2.7, PIDTerms= 0.404/ 0.000/-0.166/ 0.000, Output= 0.238(-0.450/0.450), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [9.038] encoderYPidCtrl: Target=-219.3, Input=-218.7, Error=  -0.6, PIDTerms=-0.019/ 0.000/ 0.002/-0.000, Output=-0.017(-0.600/0.600), Volt=11.9(10.3)
GlobalTracer.printPidInfo_Info: [9.038] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.011/ 0.000/ 0.002/ 0.000, Output=-0.008(-0.700/0.700), Volt=12.0(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.138s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=22.1, y=28.8, angle=37.5
GlobalTracer.printPidInfo_Info: [9.178] encoderXPidCtrl: Target=  36.7, Input=  35.7, Error=   1.1, PIDTerms= 0.161/ 0.000/-0.197/ 0.000, Output=-0.036(-0.450/0.450), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [9.178] encoderYPidCtrl: Target=-219.3, Input=-218.8, Error=  -0.5, PIDTerms=-0.016/ 0.000/ 0.001/-0.000, Output=-0.014(-0.600/0.600), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [9.178] gyroTurnPidCtrl: Target=   0.0, Input=   0.1, Error=  -0.1, PIDTerms=-0.001/ 0.000/ 0.006/ 0.000, Output= 0.005(-0.700/0.700), Volt=12.4(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.132s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=29.3, y=44.2, angle=33.6
GlobalTracer.printPidInfo_Info: [9.311] encoderXPidCtrl: Target=  36.7, Input=  35.9, Error=   0.9, PIDTerms= 0.130/ 0.000/-0.020/ 0.000, Output= 0.110(-0.450/0.450), Volt=12.3(10.3)
GlobalTracer.printPidInfo_Info: [9.311] encoderYPidCtrl: Target=-219.3, Input=-219.2, Error=  -0.1, PIDTerms=-0.003/ 0.000/ 0.003/-0.000, Output= 0.000(-0.600/0.600), Volt=12.3(10.3)
GlobalTracer.printPidInfo_Info: [9.311] gyroTurnPidCtrl: Target=   0.0, Input=  -0.8, Error=   0.8, PIDTerms= 0.009/ 0.000/ 0.006/ 0.000, Output= 0.015(-0.700/0.700), Volt=12.3(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.105s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=59.8, y=63.9, angle=43.1
GlobalTracer.VisionStrafePeriodic_Info: visionEvent=false, driveEvent=true
GlobalTracer.Robot_Info: [9.443] VISION_DONE: xPos= 35.95,yPos=-219.53,heading=  -0.7/   0.0,volts=12.4(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.101s)

GlobalTracer.getPixyTargetX_Info: Found cube: x=33.6, y=50.0, angle=33.9
GlobalTracer.Robot_Info: [9.520] PRECISION_STRAFE: xPos= 35.93,yPos=-219.50,heading=  -0.7/   0.0,volts=12.4(10.3)
GlobalTracer.printPidInfo_Info: [9.520] encoderXPidCtrl: Target=  69.5, Input=  35.9, Error=  33.6, PIDTerms= 0.130/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.450/0.450), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [9.520] encoderYPidCtrl: Target=-219.5, Input=-219.5, Error=   0.0, PIDTerms= 0.004/ 0.000/ 0.002/-0.000, Output= 0.000(-0.600/0.600), Volt=12.4(10.3)
GlobalTracer.printPidInfo_Info: [9.520] gyroTurnPidCtrl: Target=   0.0, Input=  -0.9, Error=   0.7, PIDTerms= 0.010/ 0.000/ 0.001/ 0.000, Output= 0.000(-0.700/0.700), Volt=12.4(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.128s)

GlobalTracer.printPidInfo_Info: [9.650] encoderXPidCtrl: Target=  69.5, Input=  35.9, Error=  33.6, PIDTerms= 5.036/ 0.000/ 0.000/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [9.650] encoderYPidCtrl: Target=-219.5, Input=-219.5, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/-0.000, Output= 0.000(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [9.650] gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.009/ 0.000/ 0.000/ 0.000, Output= 0.009(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.113s)

GlobalTracer.printPidInfo_Info: [9.764] encoderXPidCtrl: Target=  69.5, Input=  36.2, Error=  33.3, PIDTerms= 4.995/ 0.000/-0.040/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [9.764] encoderYPidCtrl: Target=-219.5, Input=-219.4, Error=  -0.1, PIDTerms=-0.002/ 0.000/-0.001/-0.000, Output=-0.003(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [9.764] gyroTurnPidCtrl: Target=   0.0, Input=  -0.7, Error=   0.7, PIDTerms= 0.009/ 0.000/-0.000/ 0.000, Output= 0.008(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.135s)

GlobalTracer.printPidInfo_Info: [9.902] encoderXPidCtrl: Target=  69.5, Input=  37.0, Error=  32.5, PIDTerms= 4.880/ 0.000/-0.078/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [9.902] encoderYPidCtrl: Target=-219.5, Input=-219.2, Error=  -0.3, PIDTerms=-0.009/ 0.000/-0.002/-0.000, Output=-0.011(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [9.902] gyroTurnPidCtrl: Target=   0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/-0.005/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.153s)

GlobalTracer.printPidInfo_Info: [10.057] encoderXPidCtrl: Target=  69.5, Input=  38.0, Error=  31.5, PIDTerms= 4.725/ 0.000/-0.110/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.057] encoderYPidCtrl: Target=-219.5, Input=-218.8, Error=  -0.7, PIDTerms=-0.021/ 0.000/-0.003/-0.000, Output=-0.024(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.057] gyroTurnPidCtrl: Target=   0.0, Input=   1.4, Error=  -1.4, PIDTerms=-0.016/ 0.000/-0.010/ 0.000, Output=-0.026(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.113s)

GlobalTracer.printPidInfo_Info: [10.173] encoderXPidCtrl: Target=  69.5, Input=  39.1, Error=  30.4, PIDTerms= 4.561/ 0.000/-0.129/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.173] encoderYPidCtrl: Target=-219.5, Input=-218.3, Error=  -1.2, PIDTerms=-0.036/ 0.000/-0.004/-0.000, Output=-0.040(-0.600/0.600), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.173] gyroTurnPidCtrl: Target=   0.0, Input=   3.1, Error=  -3.1, PIDTerms=-0.037/ 0.000/-0.013/ 0.000, Output=-0.050(-0.700/0.700), Volt=10.8(10.3)
GlobalTracer.printPidInfo_Info: [10.255] encoderXPidCtrl: Target=  69.5, Input=  39.8, Error=  29.7, PIDTerms= 4.459/ 0.000/-0.095/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.255] encoderYPidCtrl: Target=-219.5, Input=-218.2, Error=  -1.3, PIDTerms=-0.039/ 0.000/-0.001/-0.000, Output=-0.040(-0.600/0.600), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.255] gyroTurnPidCtrl: Target=   0.0, Input=   3.7, Error=  -3.7, PIDTerms=-0.045/ 0.000/-0.006/ 0.000, Output=-0.051(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.315] encoderXPidCtrl: Target=  69.5, Input=  40.2, Error=  29.3, PIDTerms= 4.394/ 0.000/-0.093/ 0.000, Output= 0.450(-0.450/0.450), Volt=10.9(10.3)
GlobalTracer.printPidInfo_Info: [10.315] encoderYPidCtrl: Target=-219.5, Input=-218.1, Error=  -1.4, PIDTerms=-0.041/ 0.000/-0.001/-0.000, Output=-0.041(-0.600/0.600), Volt=10.9(10.3)
GlobalTracer.printPidInfo_Info: [10.315] gyroTurnPidCtrl: Target=   0.0, Input=   3.4, Error=  -3.4, PIDTerms=-0.041/ 0.000/ 0.005/ 0.000, Output=-0.036(-0.700/0.700), Volt=10.9(10.3)
GlobalTracer.printPidInfo_Info: [10.384] encoderXPidCtrl: Target=  69.5, Input=  40.5, Error=  29.0, PIDTerms= 4.345/ 0.000/-0.074/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.384] encoderYPidCtrl: Target=-219.5, Input=-218.1, Error=  -1.4, PIDTerms=-0.043/ 0.000/-0.001/-0.000, Output=-0.044(-0.600/0.600), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.384] gyroTurnPidCtrl: Target=   0.0, Input=   2.9, Error=  -2.9, PIDTerms=-0.035/ 0.000/ 0.008/ 0.000, Output=-0.027(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.438] encoderXPidCtrl: Target=  69.5, Input=  41.1, Error=  28.4, PIDTerms= 4.254/ 0.000/-0.164/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.438] encoderYPidCtrl: Target=-219.5, Input=-218.2, Error=  -1.3, PIDTerms=-0.039/ 0.000/ 0.002/-0.000, Output=-0.036(-0.600/0.600), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.438] gyroTurnPidCtrl: Target=   0.0, Input=   2.3, Error=  -2.3, PIDTerms=-0.028/ 0.000/ 0.010/ 0.000, Output=-0.017(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.520] encoderXPidCtrl: Target=  69.5, Input=  41.6, Error=  27.9, PIDTerms= 4.190/ 0.000/-0.085/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.520] encoderYPidCtrl: Target=-219.5, Input=-218.3, Error=  -1.2, PIDTerms=-0.035/ 0.000/ 0.002/-0.000, Output=-0.034(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.520] gyroTurnPidCtrl: Target=   0.0, Input=   2.2, Error=  -2.2, PIDTerms=-0.026/ 0.000/ 0.002/ 0.000, Output=-0.025(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.570] encoderXPidCtrl: Target=  69.5, Input=  42.4, Error=  27.1, PIDTerms= 4.071/ 0.000/-0.205/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.570] encoderYPidCtrl: Target=-219.5, Input=-218.5, Error=  -1.0, PIDTerms=-0.031/ 0.000/ 0.002/-0.000, Output=-0.029(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.570] gyroTurnPidCtrl: Target=   0.0, Input=   1.9, Error=  -1.9, PIDTerms=-0.022/ 0.000/ 0.006/ 0.000, Output=-0.017(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.621] encoderXPidCtrl: Target=  69.5, Input=  42.8, Error=  26.7, PIDTerms= 4.006/ 0.000/-0.132/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.621] encoderYPidCtrl: Target=-219.5, Input=-218.5, Error=  -1.0, PIDTerms=-0.030/ 0.000/ 0.001/-0.000, Output=-0.028(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.621] gyroTurnPidCtrl: Target=   0.0, Input=   2.0, Error=  -2.0, PIDTerms=-0.025/ 0.000/-0.004/ 0.000, Output=-0.028(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.680] encoderXPidCtrl: Target=  69.5, Input=  43.3, Error=  26.2, PIDTerms= 3.923/ 0.000/-0.148/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.680] encoderYPidCtrl: Target=-219.5, Input=-218.6, Error=  -0.9, PIDTerms=-0.026/ 0.000/ 0.002/-0.000, Output=-0.023(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.680] gyroTurnPidCtrl: Target=   0.0, Input=   2.0, Error=  -2.0, PIDTerms=-0.024/ 0.000/ 0.001/ 0.000, Output=-0.023(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.772] encoderXPidCtrl: Target=  69.5, Input=  44.0, Error=  25.5, PIDTerms= 3.820/ 0.000/-0.118/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [10.772] encoderYPidCtrl: Target=-219.5, Input=-218.7, Error=  -0.8, PIDTerms=-0.024/ 0.000/ 0.001/-0.000, Output=-0.023(-0.600/0.600), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [10.772] gyroTurnPidCtrl: Target=   0.0, Input=   1.9, Error=  -1.9, PIDTerms=-0.023/ 0.000/ 0.001/ 0.000, Output=-0.021(-0.700/0.700), Volt=11.3(10.3)
GlobalTracer.printPidInfo_Info: [10.831] encoderXPidCtrl: Target=  69.5, Input=  45.0, Error=  24.5, PIDTerms= 3.673/ 0.000/-0.251/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.831] encoderYPidCtrl: Target=-219.5, Input=-218.8, Error=  -0.7, PIDTerms=-0.022/ 0.000/ 0.001/-0.000, Output=-0.020(-0.600/0.600), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.831] gyroTurnPidCtrl: Target=   0.0, Input=   1.1, Error=  -1.1, PIDTerms=-0.014/ 0.000/ 0.013/ 0.000, Output=-0.001(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [10.920] encoderXPidCtrl: Target=  69.5, Input=  45.7, Error=  23.8, PIDTerms= 3.573/ 0.000/-0.130/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.920] encoderYPidCtrl: Target=-219.5, Input=-218.9, Error=  -0.6, PIDTerms=-0.019/ 0.000/ 0.001/-0.000, Output=-0.018(-0.600/0.600), Volt=11.1(10.3)
GlobalTracer.printPidInfo_Info: [10.920] gyroTurnPidCtrl: Target=   0.0, Input=   0.8, Error=  -0.8, PIDTerms=-0.009/ 0.000/ 0.005/ 0.000, Output=-0.004(-0.700/0.700), Volt=11.1(10.3)
GlobalTracer.startCompetition_Warn: AUTO_MODE takes too long (0.121s)

GlobalTracer.printPidInfo_Info: [11.042] encoderXPidCtrl: Target=  69.5, Input=  46.7, Error=  22.8, PIDTerms= 3.418/ 0.000/-0.153/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.042] encoderYPidCtrl: Target=-219.5, Input=-219.0, Error=  -0.5, PIDTerms=-0.016/ 0.000/ 0.001/-0.000, Output=-0.015(-0.600/0.600), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.042] gyroTurnPidCtrl: Target=   0.0, Input=   0.6, Error=  -0.6, PIDTerms=-0.007/ 0.000/ 0.002/ 0.000, Output=-0.005(-0.700/0.700), Volt=11.2(10.3)
GlobalTracer.printPidInfo_Info: [11.138] encoderXPidCtrl: Target=  69.5, Input=  48.3, Error=  21.2, PIDTerms= 3.179/ 0.000/-0.214/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [11.138] encoderYPidCtrl: Target=-219.5, Input=-219.0, Error=  -0.5, PIDTerms=-0.015/ 0.000/ 0.000/-0.000, Output=-0.014(-0.600/0.600), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [11.138] gyroTurnPidCtrl: Target=   0.0, Input=   0.9, Error=  -0.9, PIDTerms=-0.011/ 0.000/-0.003/ 0.000, Output=-0.014(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [11.227] encoderXPidCtrl: Target=  69.5, Input=  49.6, Error=  19.9, PIDTerms= 2.991/ 0.000/-0.257/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [11.227] encoderYPidCtrl: Target=-219.5, Input=-219.1, Error=  -0.4, PIDTerms=-0.013/ 0.000/ 0.001/-0.000, Output=-0.012(-0.600/0.600), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [11.227] gyroTurnPidCtrl: Target=   0.0, Input=   1.2, Error=  -1.2, PIDTerms=-0.014/ 0.000/-0.004/ 0.000, Output=-0.018(-0.700/0.700), Volt=11.0(10.3)
GlobalTracer.printPidInfo_Info: [11.320] encoderXPidCtrl: Target=  69.5, Input=  50.8, Error=  18.7, PIDTerms= 2.811/ 0.000/-0.167/ 0.000, Output= 0.450(-0.450/0.450), Volt=11.0(10.3)
